mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
1,pHBA + TPA,0,2.18,6.723800000000001,4.149412351222243,1.4539936983521908,9.27562102096153
1,pHBA + TPA,0,2.2,6.782000000000001,4.168326499261957,1.4553899522165676,9.326842264415685
1,pHBA + TPA,0,2.22,6.8402,4.180446550452815,1.4567856035695543,9.837892146242002
1,pHBA + TPA,0,2.24,6.8984000000000005,4.196794609279206,1.4581806555208554,10.06297694393253
1,pHBA + TPA,0,2.2600000000000002,6.956600000000001,4.210176432617754,1.4595751111734385,10.374925075428362
1,pHBA + TPA,0,2.2800000000000002,7.014800000000001,4.225963461320088,1.460968973623578,10.587192764449512
1,pHBA + TPA,0,2.3000000000000003,7.073,4.236164197872814,1.4623622459609038,10.741724807728062
1,pHBA + TPA,0,2.32,7.1312,4.246260282836036,1.463754931268447,10.859129088501799
1,pHBA + TPA,0,2.34,7.189399999999999,4.257822182860228,1.465147032622684,10.9527020628137
1,pHBA + TPA,0,2.36,7.247599999999999,4.276567452170147,1.466538553093585,11.030107500026912
1,pHBA + TPA,0,2.38,7.3058,4.291451348412263,1.467929495744654,11.095945973269394
1,pHBA + TPA,0,2.4,7.364,4.302876023528144,1.4693198636329776,11.153142148402978
1,pHBA + TPA,0,2.42,7.4222,4.3143303337801955,1.470709659809268,11.20365385773275
1,pHBA + TPA,0,2.44,7.4803999999999995,4.329505506700053,1.4720988873179044,11.249094877741516
1,pHBA + TPA,0,2.46,7.5386,4.345374543559347,1.4734875491969808,11.29015604950279
1,pHBA + TPA,0,2.48,7.5968,4.360632284730731,1.4748756484783452,11.327568887957923
1,pHBA + TPA,0,2.5,7.654999999999999,4.370671974689696,1.4762631881876436,11.361921477496047
1,pHBA + TPA,0,2.52,7.7132,4.3803939099011755,1.4776501713443642,11.393670282145067
