task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,initial_ph,target_ph,overshoot_cap_events,overshoot_cap_applied_steps,overshoot_cap_final_ml,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,label,training_seed,benchmark_seed,checkpoint_sha256,checkpoint_reward_variant,step_cost
1000202,1213,diprotic,medium,acid,separated,2,4.35,3.038,2,0,0.23,1,0,0,1,0,5,2,0.07460842848459981,9.97,9.51,0.46,3.1126084284845996,3.11,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1214,diprotic,far,acid,overlapping,2,4.9,2.394,1,0,1.885,1,0,0,1,0,5,1,0.07596810328329884,20.169999999999998,19.58,0.59,2.3180318967167013,2.32,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1215,diprotic,near,acid,separated,2,6.119,5.503,0,0,,1,1,0,1,0,1,0,0.018103475983004103,2.48,2.48,0.0,5.521103475983004,5.5200000000000005,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1216,monoprotic,near,base,single,1,3.123,3.661,0,0,,0,0,0,0,0,50,0,0.11909089095060166,4.499999999999997,0.0,4.499999999999997,3.5419091090493984,3.54,max_steps,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1217,monoprotic,far,base,single,1,5.575,7.758,4,1,0.015,1,1,0,1,0,9,4,0.03817934354685537,11.209999999999999,1.94,9.27,7.719820656453145,7.72,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1218,monoprotic,far,acid,single,1,7.333,5.286,4,2,0.035,1,1,0,1,0,7,4,0.012759050360608981,7.0200000000000005,6.28,0.74,5.298759050360609,5.3,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1219,monoprotic,medium,acid,single,1,7.598,6.366,0,0,,1,0,0,1,0,1,0,0.08824916401963456,3.24,3.24,0.0,6.454249164019634,6.45,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1220,monoprotic,near,base,single,1,5.955,6.504,1,0,1.24,1,0,0,1,0,1,1,0.06472765465124297,2.48,0.0,2.48,6.5687276546512425,6.57,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1221,diprotic,medium,acid,separated,2,4.159,3.436,0,0,,1,0,0,1,0,9,0,0.09287840756155497,7.289999999999999,7.289999999999999,0.0,3.528878407561555,3.5300000000000002,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1222,monoprotic,near,base,single,1,6.972,7.499,3,1,0.135,1,0,0,1,0,6,3,0.052067938565444116,5.76,2.51,3.25,7.551067938565444,7.55,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
