mixture,net_titrant_ml,pH
mixture_1,-2.0000,1.844125
mixture_1,-1.9750,1.848788
mixture_1,-1.9500,1.853519
mixture_1,-1.9250,1.858320
mixture_1,-1.9000,1.863191
mixture_1,-1.8750,1.868135
mixture_1,-1.8500,1.873153
mixture_1,-1.8250,1.878249
mixture_1,-1.8000,1.883423
mixture_1,-1.7750,1.888679
mixture_1,-1.7500,1.894017
mixture_1,-1.7250,1.899442
mixture_1,-1.7000,1.904955
mixture_1,-1.6750,1.910559
mixture_1,-1.6500,1.916257
mixture_1,-1.6250,1.922051
mixture_1,-1.6000,1.927945
mixture_1,-1.5750,1.933941
mixture_1,-1.5500,1.940043
mixture_1,-1.5250,1.946255
mixture_1,-1.5000,1.952579
mixture_1,-1.4750,1.959020
mixture_1,-1.4500,1.965581
mixture_1,-1.4250,1.972268
mixture_1,-1.4000,1.979083
mixture_1,-1.3750,1.986032
mixture_1,-1.3500,1.993120
mixture_1,-1.3250,2.000351
mixture_1,-1.3000,2.007731
mixture_1,-1.2750,2.015266
mixture_1,-1.2500,2.022961
mixture_1,-1.2250,2.030824
mixture_1,-1.2000,2.038860
mixture_1,-1.1750,2.047078
mixture_1,-1.1500,2.055483
mixture_1,-1.1250,2.064086
mixture_1,-1.1000,2.072893
mixture_1,-1.0750,2.081915
mixture_1,-1.0500,2.091161
mixture_1,-1.0250,2.100641
mixture_1,-1.0000,2.110367
mixture_1,-0.9750,2.120351
mixture_1,-0.9500,2.130605
mixture_1,-0.9250,2.141143
mixture_1,-0.9000,2.151980
mixture_1,-0.8750,2.163132
mixture_1,-0.8500,2.174617
mixture_1,-0.8250,2.186452
mixture_1,-0.8000,2.198659
mixture_1,-0.7750,2.211259
mixture_1,-0.7500,2.224277
mixture_1,-0.7250,2.237738
mixture_1,-0.7000,2.251672
mixture_1,-0.6750,2.266109
mixture_1,-0.6500,2.281085
mixture_1,-0.6250,2.296637
mixture_1,-0.6000,2.312807
mixture_1,-0.5750,2.329642
mixture_1,-0.5500,2.347195
mixture_1,-0.5250,2.365522
mixture_1,-0.5000,2.384687
mixture_1,-0.4750,2.404765
mixture_1,-0.4500,2.425835
mixture_1,-0.4250,2.447989
mixture_1,-0.4000,2.471332
mixture_1,-0.3750,2.495979
mixture_1,-0.3500,2.522065
mixture_1,-0.3250,2.549741
mixture_1,-0.3000,2.579177
mixture_1,-0.2750,2.610568
mixture_1,-0.2500,2.644130
mixture_1,-0.2250,2.680107
mixture_1,-0.2000,2.718759
mixture_1,-0.1750,2.760362
mixture_1,-0.1500,2.805187
mixture_1,-0.1250,2.853470
mixture_1,-0.1000,2.905359
mixture_1,-0.0750,2.960846
mixture_1,-0.0500,3.019677
mixture_1,-0.0250,3.081284
mixture_1,0.0000,3.144761
mixture_1,0.0250,3.209755
mixture_1,0.0500,3.274005
mixture_1,0.0750,3.336460
mixture_1,0.1000,3.396363
mixture_1,0.1250,3.453276
mixture_1,0.1500,3.507036
mixture_1,0.1750,3.557673
mixture_1,0.2000,3.605338
mixture_1,0.2250,3.650243
mixture_1,0.2500,3.692626
mixture_1,0.2750,3.732721
mixture_1,0.3000,3.770753
mixture_1,0.3250,3.806930
mixture_1,0.3500,3.841438
mixture_1,0.3750,3.874445
mixture_1,0.4000,3.906101
mixture_1,0.4250,3.936537
mixture_1,0.4500,3.965872
mixture_1,0.4750,3.994210
mixture_1,0.5000,4.021645
mixture_1,0.5250,4.048261
mixture_1,0.5500,4.074133
mixture_1,0.5750,4.099327
mixture_1,0.6000,4.123904
mixture_1,0.6250,4.147921
mixture_1,0.6500,4.171426
mixture_1,0.6750,4.194466
mixture_1,0.7000,4.217082
mixture_1,0.7250,4.239313
mixture_1,0.7500,4.261196
mixture_1,0.7750,4.282763
mixture_1,0.8000,4.304045
mixture_1,0.8250,4.325072
mixture_1,0.8500,4.345871
mixture_1,0.8750,4.366467
mixture_1,0.9000,4.386886
mixture_1,0.9250,4.407151
mixture_1,0.9500,4.427285
mixture_1,0.9750,4.447310
mixture_1,1.0000,4.467247
mixture_1,1.0250,4.487116
mixture_1,1.0500,4.506939
mixture_1,1.0750,4.526735
mixture_1,1.1000,4.546525
mixture_1,1.1250,4.566329
mixture_1,1.1500,4.586167
mixture_1,1.1750,4.606059
mixture_1,1.2000,4.626027
mixture_1,1.2250,4.646091
mixture_1,1.2500,4.666274
mixture_1,1.2750,4.686599
mixture_1,1.3000,4.707088
mixture_1,1.3250,4.727767
mixture_1,1.3500,4.748663
mixture_1,1.3750,4.769803
mixture_1,1.4000,4.791216
mixture_1,1.4250,4.812934
mixture_1,1.4500,4.834992
mixture_1,1.4750,4.857427
mixture_1,1.5000,4.880278
mixture_1,1.5250,4.903590
mixture_1,1.5500,4.927411
mixture_1,1.5750,4.951795
mixture_1,1.6000,4.976802
mixture_1,1.6250,5.002500
mixture_1,1.6500,5.028963
mixture_1,1.6750,5.056278
mixture_1,1.7000,5.084544
mixture_1,1.7250,5.113874
mixture_1,1.7500,5.144399
mixture_1,1.7750,5.176274
mixture_1,1.8000,5.209684
mixture_1,1.8250,5.244846
mixture_1,1.8500,5.282028
mixture_1,1.8750,5.321557
mixture_1,1.9000,5.363843
mixture_1,1.9250,5.409406
mixture_1,1.9500,5.458924
mixture_1,1.9750,5.513301
mixture_1,2.0000,5.573783
mixture_1,2.0250,5.642150
mixture_1,2.0500,5.721076
mixture_1,2.0750,5.814840
mixture_1,2.1000,5.930911
mixture_1,2.1250,6.084052
mixture_1,2.1500,6.309334
mixture_1,2.1750,6.706203
mixture_1,2.2000,7.264582
mixture_1,2.2250,7.601098
mixture_1,2.2500,7.801890
mixture_1,2.2750,7.943225
mixture_1,2.3000,8.052487
mixture_1,2.3250,8.141852
mixture_1,2.3500,8.217715
mixture_1,2.3750,8.283834
mixture_1,2.4000,8.342600
mixture_1,2.4250,8.395629
mixture_1,2.4500,8.444063
mixture_1,2.4750,8.488737
mixture_1,2.5000,8.530283
mixture_1,2.5250,8.569189
mixture_1,2.5500,8.605842
mixture_1,2.5750,8.640551
mixture_1,2.6000,8.673569
mixture_1,2.6250,8.705104
mixture_1,2.6500,8.735334
mixture_1,2.6750,8.764405
mixture_1,2.7000,8.792444
mixture_1,2.7250,8.819562
mixture_1,2.7500,8.845852
mixture_1,2.7750,8.871398
mixture_1,2.8000,8.896274
mixture_1,2.8250,8.920544
mixture_1,2.8500,8.944268
mixture_1,2.8750,8.967496
mixture_1,2.9000,8.990278
mixture_1,2.9250,9.012655
mixture_1,2.9500,9.034668
mixture_1,2.9750,9.056352
mixture_1,3.0000,9.077742
mixture_1,3.0250,9.098868
mixture_1,3.0500,9.119760
mixture_1,3.0750,9.140446
mixture_1,3.1000,9.160950
mixture_1,3.1250,9.181299
mixture_1,3.1500,9.201515
mixture_1,3.1750,9.221621
mixture_1,3.2000,9.241640
mixture_1,3.2250,9.261593
mixture_1,3.2500,9.281501
mixture_1,3.2750,9.301384
mixture_1,3.3000,9.321264
mixture_1,3.3250,9.341159
mixture_1,3.3500,9.361092
mixture_1,3.3750,9.381083
mixture_1,3.4000,9.401152
mixture_1,3.4250,9.421321
mixture_1,3.4500,9.441613
mixture_1,3.4750,9.462050
mixture_1,3.5000,9.482655
mixture_1,3.5250,9.503453
mixture_1,3.5500,9.524471
mixture_1,3.5750,9.545735
mixture_1,3.6000,9.567275
mixture_1,3.6250,9.589121
mixture_1,3.6500,9.611306
mixture_1,3.6750,9.633867
mixture_1,3.7000,9.656840
mixture_1,3.7250,9.680269
mixture_1,3.7500,9.704199
mixture_1,3.7750,9.728679
mixture_1,3.8000,9.753764
mixture_1,3.8250,9.779514
mixture_1,3.8500,9.805997
mixture_1,3.8750,9.833287
mixture_1,3.9000,9.861468
mixture_1,3.9250,9.890633
mixture_1,3.9500,9.920887
mixture_1,3.9750,9.952349
mixture_1,4.0000,9.985153
mixture_1,4.0250,10.019450
mixture_1,4.0500,10.055413
mixture_1,4.0750,10.093235
mixture_1,4.1000,10.133131
mixture_1,4.1250,10.175340
mixture_1,4.1500,10.220120
mixture_1,4.1750,10.267735
mixture_1,4.2000,10.318439
mixture_1,4.2250,10.372435
mixture_1,4.2500,10.429818
mixture_1,4.2750,10.490491
mixture_1,4.3000,10.554063
mixture_1,4.3250,10.619776
mixture_1,4.3500,10.686512
mixture_1,4.3750,10.752916
mixture_1,4.4000,10.817642
mixture_1,4.4250,10.879585
mixture_1,4.4500,10.938017
mixture_1,4.4750,10.992597
mixture_1,4.5000,11.043280
mixture_1,4.5250,11.090222
mixture_1,4.5500,11.133683
mixture_1,4.5750,11.173964
mixture_1,4.6000,11.211375
mixture_1,4.6250,11.246208
mixture_1,4.6500,11.278730
mixture_1,4.6750,11.309182
mixture_1,4.7000,11.337776
mixture_1,4.7250,11.364697
mixture_1,4.7500,11.390110
mixture_1,4.7750,11.414158
mixture_1,4.8000,11.436967
mixture_1,4.8250,11.458648
mixture_1,4.8500,11.479297
mixture_1,4.8750,11.499002
mixture_1,4.9000,11.517839
mixture_1,4.9250,11.535875
mixture_1,4.9500,11.553172
mixture_1,4.9750,11.569784
mixture_1,5.0000,11.585760
mixture_1,5.0250,11.601143
mixture_1,5.0500,11.615973
mixture_1,5.0750,11.630287
mixture_1,5.1000,11.644116
mixture_1,5.1250,11.657491
mixture_1,5.1500,11.670439
mixture_1,5.1750,11.682984
mixture_1,5.2000,11.695150
mixture_1,5.2250,11.706957
mixture_1,5.2500,11.718425
mixture_1,5.2750,11.729572
mixture_1,5.3000,11.740413
mixture_1,5.3250,11.750964
mixture_1,5.3500,11.761240
mixture_1,5.3750,11.771254
mixture_1,5.4000,11.781017
mixture_1,5.4250,11.790541
mixture_1,5.4500,11.799838
mixture_1,5.4750,11.808916
mixture_1,5.5000,11.817785
mixture_1,5.5250,11.826455
mixture_1,5.5500,11.834933
mixture_1,5.5750,11.843227
mixture_1,5.6000,11.851344
mixture_1,5.6250,11.859291
mixture_1,5.6500,11.867075
mixture_1,5.6750,11.874702
mixture_1,5.7000,11.882177
mixture_1,5.7250,11.889506
mixture_1,5.7500,11.896695
mixture_1,5.7750,11.903748
mixture_1,5.8000,11.910669
mixture_1,5.8250,11.917464
mixture_1,5.8500,11.924137
mixture_1,5.8750,11.930691
mixture_1,5.9000,11.937130
mixture_1,5.9250,11.943459
mixture_1,5.9500,11.949679
mixture_1,5.9750,11.955796
mixture_1,6.0000,11.961812
mixture_1,6.0250,11.967729
mixture_1,6.0500,11.973552
mixture_1,6.0750,11.979282
mixture_1,6.1000,11.984922
mixture_1,6.1250,11.990475
mixture_1,6.1500,11.995943
mixture_1,6.1750,12.001329
mixture_1,6.2000,12.006635
mixture_1,6.2250,12.011863
mixture_1,6.2500,12.017015
mixture_1,6.2750,12.022093
mixture_1,6.3000,12.027099
mixture_1,6.3250,12.032034
mixture_1,6.3500,12.036901
mixture_1,6.3750,12.041702
mixture_1,6.4000,12.046437
mixture_1,6.4250,12.051109
mixture_1,6.4500,12.055719
mixture_1,6.4750,12.060268
mixture_1,6.5000,12.064759
mixture_1,6.5250,12.069191
mixture_1,6.5500,12.073568
mixture_1,6.5750,12.077889
mixture_1,6.6000,12.082156
mixture_1,6.6250,12.086371
mixture_1,6.6500,12.090534
mixture_1,6.6750,12.094646
mixture_1,6.7000,12.098710
mixture_1,6.7250,12.102725
mixture_1,6.7500,12.106693
mixture_1,6.7750,12.110615
mixture_1,6.8000,12.114491
mixture_1,6.8250,12.118323
mixture_1,6.8500,12.122112
mixture_1,6.8750,12.125858
mixture_1,6.9000,12.129562
mixture_1,6.9250,12.133226
mixture_1,6.9500,12.136849
mixture_1,6.9750,12.140433
mixture_1,7.0000,12.143978
mixture_1,7.0250,12.147486
mixture_1,7.0500,12.150956
mixture_1,7.0750,12.154391
mixture_1,7.1000,12.157789
mixture_1,7.1250,12.161152
mixture_1,7.1500,12.164481
mixture_1,7.1750,12.167776
mixture_1,7.2000,12.171037
mixture_1,7.2250,12.174266
mixture_1,7.2500,12.177463
mixture_1,7.2750,12.180629
mixture_1,7.3000,12.183763
mixture_1,7.3250,12.186867
mixture_1,7.3500,12.189941
mixture_1,7.3750,12.192986
mixture_1,7.4000,12.196002
mixture_1,7.4250,12.198989
mixture_1,7.4500,12.201948
mixture_1,7.4750,12.204880
mixture_1,7.5000,12.207785
mixture_1,7.5250,12.210663
mixture_1,7.5500,12.213515
mixture_1,7.5750,12.216342
mixture_1,7.6000,12.219142
mixture_1,7.6250,12.221918
mixture_1,7.6500,12.224669
mixture_1,7.6750,12.227397
mixture_1,7.7000,12.230100
mixture_1,7.7250,12.232779
mixture_1,7.7500,12.235436
mixture_1,7.7750,12.238070
mixture_1,7.8000,12.240681
mixture_1,7.8250,12.243270
mixture_1,7.8500,12.245838
mixture_1,7.8750,12.248384
mixture_1,7.9000,12.250909
mixture_1,7.9250,12.253413
mixture_1,7.9500,12.255896
mixture_1,7.9750,12.258359
mixture_1,8.0000,12.260803
mixture_1,8.0250,12.263226
mixture_1,8.0500,12.265630
mixture_1,8.0750,12.268015
mixture_1,8.1000,12.270381
mixture_1,8.1250,12.272729
mixture_1,8.1500,12.275058
mixture_1,8.1750,12.277369
mixture_1,8.2000,12.279662
mixture_1,8.2250,12.281937
mixture_1,8.2500,12.284195
mixture_1,8.2750,12.286436
mixture_1,8.3000,12.288660
mixture_1,8.3250,12.290867
mixture_1,8.3500,12.293057
mixture_1,8.3750,12.295231
mixture_1,8.4000,12.297390
mixture_1,8.4250,12.299532
mixture_1,8.4500,12.301658
mixture_1,8.4750,12.303769
mixture_1,8.5000,12.305865
mixture_1,8.5250,12.307946
mixture_1,8.5500,12.310011
mixture_1,8.5750,12.312062
mixture_1,8.6000,12.314099
mixture_1,8.6250,12.316120
mixture_1,8.6500,12.318128
mixture_1,8.6750,12.320122
mixture_1,8.7000,12.322102
mixture_1,8.7250,12.324068
mixture_1,8.7500,12.326020
mixture_1,8.7750,12.327959
mixture_1,8.8000,12.329885
mixture_1,8.8250,12.331798
mixture_1,8.8500,12.333698
mixture_1,8.8750,12.335585
mixture_1,8.9000,12.337459
mixture_1,8.9250,12.339321
mixture_1,8.9500,12.341171
mixture_1,8.9750,12.343008
mixture_1,9.0000,12.344833
mixture_1,9.0250,12.346647
mixture_1,9.0500,12.348448
mixture_1,9.0750,12.350238
mixture_1,9.1000,12.352016
mixture_1,9.1250,12.353783
mixture_1,9.1500,12.355539
mixture_1,9.1750,12.357283
mixture_1,9.2000,12.359017
mixture_1,9.2250,12.360739
mixture_1,9.2500,12.362450
mixture_1,9.2750,12.364151
mixture_1,9.3000,12.365842
mixture_1,9.3250,12.367521
mixture_1,9.3500,12.369191
mixture_1,9.3750,12.370850
mixture_1,9.4000,12.372499
mixture_1,9.4250,12.374138
mixture_1,9.4500,12.375767
mixture_1,9.4750,12.377386
mixture_1,9.5000,12.378995
mixture_1,9.5250,12.380595
mixture_1,9.5500,12.382185
mixture_1,9.5750,12.383765
mixture_1,9.6000,12.385337
mixture_1,9.6250,12.386899
mixture_1,9.6500,12.388452
mixture_1,9.6750,12.389995
mixture_1,9.7000,12.391530
mixture_1,9.7250,12.393056
mixture_1,9.7500,12.394573
mixture_1,9.7750,12.396081
mixture_1,9.8000,12.397581
mixture_1,9.8250,12.399072
mixture_1,9.8500,12.400554
mixture_1,9.8750,12.402028
mixture_1,9.9000,12.403494
mixture_1,9.9250,12.404952
mixture_1,9.9500,12.406401
mixture_1,9.9750,12.407842
mixture_1,10.0000,12.409276
mixture_1,10.0250,12.410701
mixture_1,10.0500,12.412118
mixture_1,10.0750,12.413528
mixture_1,10.1000,12.414930
mixture_1,10.1250,12.416324
mixture_1,10.1500,12.417711
mixture_1,10.1750,12.419090
mixture_1,10.2000,12.420462
mixture_1,10.2250,12.421826
mixture_1,10.2500,12.423183
mixture_1,10.2750,12.424533
mixture_1,10.3000,12.425875
mixture_1,10.3250,12.427210
mixture_1,10.3500,12.428539
mixture_1,10.3750,12.429860
mixture_1,10.4000,12.431174
mixture_1,10.4250,12.432482
mixture_1,10.4500,12.433783
mixture_1,10.4750,12.435077
mixture_1,10.5000,12.436364
mixture_1,10.5250,12.437644
mixture_1,10.5500,12.438918
mixture_1,10.5750,12.440186
mixture_1,10.6000,12.441447
mixture_1,10.6250,12.442701
mixture_1,10.6500,12.443949
mixture_1,10.6750,12.445191
mixture_1,10.7000,12.446427
mixture_1,10.7250,12.447656
mixture_1,10.7500,12.448880
mixture_1,10.7750,12.450097
mixture_1,10.8000,12.451308
mixture_1,10.8250,12.452513
mixture_1,10.8500,12.453712
mixture_1,10.8750,12.454905
mixture_1,10.9000,12.456092
mixture_1,10.9250,12.457274
mixture_1,10.9500,12.458450
mixture_1,10.9750,12.459620
mixture_1,11.0000,12.460784
mixture_1,11.0250,12.461943
mixture_1,11.0500,12.463096
mixture_1,11.0750,12.464244
mixture_1,11.1000,12.465386
mixture_1,11.1250,12.466522
mixture_1,11.1500,12.467654
mixture_1,11.1750,12.468779
mixture_1,11.2000,12.469900
mixture_1,11.2250,12.471015
mixture_1,11.2500,12.472125
mixture_1,11.2750,12.473230
mixture_1,11.3000,12.474330
mixture_1,11.3250,12.475424
mixture_1,11.3500,12.476514
mixture_1,11.3750,12.477598
mixture_1,11.4000,12.478677
mixture_1,11.4250,12.479752
mixture_1,11.4500,12.480821
mixture_1,11.4750,12.481886
mixture_1,11.5000,12.482946
mixture_1,11.5250,12.484000
mixture_1,11.5500,12.485051
mixture_1,11.5750,12.486096
mixture_1,11.6000,12.487137
mixture_1,11.6250,12.488173
mixture_1,11.6500,12.489204
mixture_1,11.6750,12.490231
mixture_1,11.7000,12.491253
mixture_1,11.7250,12.492270
mixture_1,11.7500,12.493283
mixture_1,11.7750,12.494292
mixture_1,11.8000,12.495296
mixture_1,11.8250,12.496296
mixture_1,11.8500,12.497291
mixture_1,11.8750,12.498282
mixture_1,11.9000,12.499269
mixture_1,11.9250,12.500251
mixture_1,11.9500,12.501229
mixture_1,11.9750,12.502203
mixture_1,12.0000,12.503173
mixture_1,12.0250,12.504139
mixture_1,12.0500,12.505100
mixture_1,12.0750,12.506057
mixture_1,12.1000,12.507010
mixture_1,12.1250,12.507960
mixture_1,12.1500,12.508905
mixture_1,12.1750,12.509846
mixture_1,12.2000,12.510783
mixture_1,12.2250,12.511716
mixture_1,12.2500,12.512645
mixture_1,12.2750,12.513571
mixture_1,12.3000,12.514492
mixture_1,12.3250,12.515410
mixture_1,12.3500,12.516324
mixture_1,12.3750,12.517234
mixture_1,12.4000,12.518140
mixture_1,12.4250,12.519043
mixture_1,12.4500,12.519942
mixture_1,12.4750,12.520837
mixture_1,12.5000,12.521728
mixture_1,12.5250,12.522616
mixture_1,12.5500,12.523501
mixture_1,12.5750,12.524381
mixture_1,12.6000,12.525258
mixture_1,12.6250,12.526132
mixture_1,12.6500,12.527002
mixture_1,12.6750,12.527868
mixture_1,12.7000,12.528732
mixture_1,12.7250,12.529591
mixture_1,12.7500,12.530447
mixture_1,12.7750,12.531300
mixture_1,12.8000,12.532150
mixture_1,12.8250,12.532996
mixture_1,12.8500,12.533838
mixture_1,12.8750,12.534678
mixture_1,12.9000,12.535514
mixture_1,12.9250,12.536347
mixture_1,12.9500,12.537176
mixture_1,12.9750,12.538003
mixture_1,13.0000,12.538826
mixture_1,13.0250,12.539646
mixture_1,13.0500,12.540462
mixture_1,13.0750,12.541276
mixture_1,13.1000,12.542086
mixture_1,13.1250,12.542894
mixture_1,13.1500,12.543698
mixture_1,13.1750,12.544499
mixture_1,13.2000,12.545297
mixture_1,13.2250,12.546092
mixture_1,13.2500,12.546884
mixture_1,13.2750,12.547673
mixture_1,13.3000,12.548459
mixture_1,13.3250,12.549242
mixture_1,13.3500,12.550022
mixture_1,13.3750,12.550799
mixture_1,13.4000,12.551574
mixture_1,13.4250,12.552345
mixture_1,13.4500,12.553114
mixture_1,13.4750,12.553879
mixture_1,13.5000,12.554642
mixture_1,13.5250,12.555402
mixture_1,13.5500,12.556159
mixture_1,13.5750,12.556913
mixture_1,13.6000,12.557665
mixture_1,13.6250,12.558414
mixture_1,13.6500,12.559160
mixture_1,13.6750,12.559903
mixture_1,13.7000,12.560644
mixture_1,13.7250,12.561382
mixture_1,13.7500,12.562117
mixture_1,13.7750,12.562850
mixture_1,13.8000,12.563580
mixture_1,13.8250,12.564307
mixture_1,13.8500,12.565032
mixture_1,13.8750,12.565754
mixture_1,13.9000,12.566473
mixture_1,13.9250,12.567190
mixture_1,13.9500,12.567905
mixture_1,13.9750,12.568616
mixture_1,14.0000,12.569326
mixture_1,14.0250,12.570032
mixture_1,14.0500,12.570737
mixture_1,14.0750,12.571438
mixture_1,14.1000,12.572138
mixture_1,14.1250,12.572835
mixture_1,14.1500,12.573529
mixture_1,14.1750,12.574221
mixture_1,14.2000,12.574911
mixture_1,14.2250,12.575598
mixture_1,14.2500,12.576282
mixture_1,14.2750,12.576965
mixture_1,14.3000,12.577645
mixture_1,14.3250,12.578323
mixture_1,14.3500,12.578998
mixture_1,14.3750,12.579671
mixture_1,14.4000,12.580342
mixture_1,14.4250,12.581010
mixture_1,14.4500,12.581676
mixture_1,14.4750,12.582340
mixture_1,14.5000,12.583002
mixture_1,14.5250,12.583661
mixture_1,14.5500,12.584318
mixture_1,14.5750,12.584973
mixture_1,14.6000,12.585625
mixture_1,14.6250,12.586276
mixture_1,14.6500,12.586924
mixture_1,14.6750,12.587570
mixture_1,14.7000,12.588214
mixture_1,14.7250,12.588856
mixture_1,14.7500,12.589495
mixture_1,14.7750,12.590133
mixture_1,14.8000,12.590768
mixture_1,14.8250,12.591402
mixture_1,14.8500,12.592033
mixture_1,14.8750,12.592662
mixture_1,14.9000,12.593289
mixture_1,14.9250,12.593914
mixture_1,14.9500,12.594537
mixture_1,14.9750,12.595157
mixture_1,15.0000,12.595776
mixture_1,15.0250,12.596393
mixture_1,15.0500,12.597008
mixture_1,15.0750,12.597620
mixture_1,15.1000,12.598231
mixture_1,15.1250,12.598840
mixture_1,15.1500,12.599447
mixture_1,15.1750,12.600052
mixture_1,15.2000,12.600655
mixture_1,15.2250,12.601255
mixture_1,15.2500,12.601854
mixture_1,15.2750,12.602452
mixture_1,15.3000,12.603047
mixture_1,15.3250,12.603640
mixture_1,15.3500,12.604231
mixture_1,15.3750,12.604821
mixture_1,15.4000,12.605409
mixture_1,15.4250,12.605994
mixture_1,15.4500,12.606578
mixture_1,15.4750,12.607160
mixture_1,15.5000,12.607741
mixture_1,15.5250,12.608319
mixture_1,15.5500,12.608896
mixture_1,15.5750,12.609471
mixture_1,15.6000,12.610044
mixture_1,15.6250,12.610615
mixture_1,15.6500,12.611184
mixture_1,15.6750,12.611752
mixture_1,15.7000,12.612318
mixture_1,15.7250,12.612882
mixture_1,15.7500,12.613444
mixture_1,15.7750,12.614005
mixture_1,15.8000,12.614564
mixture_1,15.8250,12.615121
mixture_1,15.8500,12.615677
mixture_1,15.8750,12.616230
mixture_1,15.9000,12.616782
mixture_1,15.9250,12.617333
mixture_1,15.9500,12.617882
mixture_1,15.9750,12.618429
mixture_1,16.0000,12.618974
mixture_2,-2.0000,1.842587
mixture_2,-1.9750,1.847215
mixture_2,-1.9500,1.851908
mixture_2,-1.9250,1.856670
mixture_2,-1.9000,1.861501
mixture_2,-1.8750,1.866403
mixture_2,-1.8500,1.871379
mixture_2,-1.8250,1.876429
mixture_2,-1.8000,1.881557
mixture_2,-1.7750,1.886763
mixture_2,-1.7500,1.892051
mixture_2,-1.7250,1.897423
mixture_2,-1.7000,1.902881
mixture_2,-1.6750,1.908428
mixture_2,-1.6500,1.914065
mixture_2,-1.6250,1.919797
mixture_2,-1.6000,1.925625
mixture_2,-1.5750,1.931553
mixture_2,-1.5500,1.937583
mixture_2,-1.5250,1.943720
mixture_2,-1.5000,1.949965
mixture_2,-1.4750,1.956324
mixture_2,-1.4500,1.962799
mixture_2,-1.4250,1.969394
mixture_2,-1.4000,1.976114
mixture_2,-1.3750,1.982962
mixture_2,-1.3500,1.989943
mixture_2,-1.3250,1.997063
mixture_2,-1.3000,2.004325
mixture_2,-1.2750,2.011735
mixture_2,-1.2500,2.019299
mixture_2,-1.2250,2.027022
mixture_2,-1.2000,2.034910
mixture_2,-1.1750,2.042971
mixture_2,-1.1500,2.051210
mixture_2,-1.1250,2.059635
mixture_2,-1.1000,2.068254
mixture_2,-1.0750,2.077075
mixture_2,-1.0500,2.086106
mixture_2,-1.0250,2.095357
mixture_2,-1.0000,2.104837
mixture_2,-0.9750,2.114557
mixture_2,-0.9500,2.124528
mixture_2,-0.9250,2.134761
mixture_2,-0.9000,2.145270
mixture_2,-0.8750,2.156068
mixture_2,-0.8500,2.167168
mixture_2,-0.8250,2.178588
mixture_2,-0.8000,2.190343
mixture_2,-0.7750,2.202451
mixture_2,-0.7500,2.214932
mixture_2,-0.7250,2.227805
mixture_2,-0.7000,2.241094
mixture_2,-0.6750,2.254823
mixture_2,-0.6500,2.269017
mixture_2,-0.6250,2.283704
mixture_2,-0.6000,2.298914
mixture_2,-0.5750,2.314681
mixture_2,-0.5500,2.331039
mixture_2,-0.5250,2.348027
mixture_2,-0.5000,2.365687
mixture_2,-0.4750,2.384061
mixture_2,-0.4500,2.403200
mixture_2,-0.4250,2.423152
mixture_2,-0.4000,2.443974
mixture_2,-0.3750,2.465724
mixture_2,-0.3500,2.488461
mixture_2,-0.3250,2.512249
mixture_2,-0.3000,2.537153
mixture_2,-0.2750,2.563233
mixture_2,-0.2500,2.590552
mixture_2,-0.2250,2.619161
mixture_2,-0.2000,2.649101
mixture_2,-0.1750,2.680397
mixture_2,-0.1500,2.713047
mixture_2,-0.1250,2.747016
mixture_2,-0.1000,2.782230
mixture_2,-0.0750,2.818566
mixture_2,-0.0500,2.855852
mixture_2,-0.0250,2.893863
mixture_2,0.0000,2.932337
mixture_2,0.0250,2.971819
mixture_2,0.0500,3.011022
mixture_2,0.0750,3.049672
mixture_2,0.1000,3.087532
mixture_2,0.1250,3.124409
mixture_2,0.1500,3.160163
mixture_2,0.1750,3.194698
mixture_2,0.2000,3.227965
mixture_2,0.2250,3.259946
mixture_2,0.2500,3.290652
mixture_2,0.2750,3.320114
mixture_2,0.3000,3.348376
mixture_2,0.3250,3.375492
mixture_2,0.3500,3.401518
mixture_2,0.3750,3.426514
mixture_2,0.4000,3.450540
mixture_2,0.4250,3.473653
mixture_2,0.4500,3.495910
mixture_2,0.4750,3.517363
mixture_2,0.5000,3.538061
mixture_2,0.5250,3.558053
mixture_2,0.5500,3.577381
mixture_2,0.5750,3.596086
mixture_2,0.6000,3.614205
mixture_2,0.6250,3.631774
mixture_2,0.6500,3.648824
mixture_2,0.6750,3.665386
mixture_2,0.7000,3.681488
mixture_2,0.7250,3.697155
mixture_2,0.7500,3.712410
mixture_2,0.7750,3.727277
mixture_2,0.8000,3.741776
mixture_2,0.8250,3.755925
mixture_2,0.8500,3.769743
mixture_2,0.8750,3.783247
mixture_2,0.9000,3.796451
mixture_2,0.9250,3.809370
mixture_2,0.9500,3.822017
mixture_2,0.9750,3.834406
mixture_2,1.0000,3.846548
mixture_2,1.0250,3.858454
mixture_2,1.0500,3.870134
mixture_2,1.0750,3.881599
mixture_2,1.1000,3.892857
mixture_2,1.1250,3.903917
mixture_2,1.1500,3.914788
mixture_2,1.1750,3.925477
mixture_2,1.2000,3.935990
mixture_2,1.2250,3.946336
mixture_2,1.2500,3.956521
mixture_2,1.2750,3.966551
mixture_2,1.3000,3.976431
mixture_2,1.3250,3.986167
mixture_2,1.3500,3.995765
mixture_2,1.3750,4.005229
mixture_2,1.4000,4.014564
mixture_2,1.4250,4.023775
mixture_2,1.4500,4.032866
mixture_2,1.4750,4.041841
mixture_2,1.5000,4.050704
mixture_2,1.5250,4.059459
mixture_2,1.5500,4.068109
