experiment,acid_type,true_buffer_count,step,current_pH,target_pH_x,abs_pH_error,posterior_mean_std,posterior_max_std,matched_pka_mae,matched_pka_rmse,matched_pka_max_abs_error,matched_within_0p5_frac,matched_within_1p0_frac,all_true_pkas_within_0p5,all_true_pkas_within_1p0,effective_pka_mae,unused_slot_mole_fraction,success_if_stop_now,previous_prediction_abs_error,posterior_pkas,posterior_stds,posterior_moles,effective_pkas,true_pkas,matched_slot_indices,unused_slot_indices,stage,steps_taken,success,final_pH,target_pH_y,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
55,monoprotic,1,6,6.24,6.3,0.05999999999999961,0.20101038425297205,0.2038541872505853,0.4518021137361119,0.4518021137361119,0.4518021137361119,1.0,1.0,1.0,1.0,0.4443088286046466,0.6930680567126783,1.0,1.2424913407396527,"[5.3993, 5.1479, 4.9318]","[0.2039, 0.1960, 0.2032]","[0.4348, 0.2759, 0.3147]","[5.3964, 5.1434, 4.9243]",[4.4800],[2],"[0, 1]",final,6,True,6.24,6.3,0.05999999999999961,0.4518021137361119,0.20101038425297205,0.6930680567126783
55,monoprotic,1,0,1.57,6.3,4.7299999999999995,0.20000000000000004,0.2,0.4428824919443137,0.4428824919443137,0.4428824919443137,1.0,1.0,1.0,1.0,0.4428824919443137,0.6931526275926417,0.0,,"[5.3958, 5.1425, 4.9229]","[0.2000, 0.2000, 0.2000]","[0.4347, 0.2768, 0.3150]","[5.3958, 5.1425, 4.9229]",[4.4800],[2],"[0, 1]",initial,6,True,6.24,6.3,0.05999999999999961,0.4518021137361119,0.20101038425297205,0.6930680567126783
55,monoprotic,1,6,6.24,6.3,0.05999999999999961,0.20101038425297205,0.2038541872505853,0.4518021137361119,0.4518021137361119,0.4518021137361119,1.0,1.0,1.0,1.0,0.4443088286046466,0.6930680567126783,1.0,1.2424913407396527,"[5.3993, 5.1479, 4.9318]","[0.2039, 0.1960, 0.2032]","[0.4348, 0.2759, 0.3147]","[5.3964, 5.1434, 4.9243]",[4.4800],[2],"[0, 1]",up_to_8_steps,6,True,6.24,6.3,0.05999999999999961,0.4518021137361119,0.20101038425297205,0.6930680567126783
56,diprotic,2,11,10.25,10.33,0.08000000000000007,0.19127741965379663,0.22963426803517228,0.7088191186178743,0.7103582370268178,0.7555554213559867,0.0,1.0,0.0,1.0,0.6877032661854741,0.6073063307232434,1.0,5.984738513827324,"[2.3258, 2.4367, 5.8495]","[0.2296, 0.1661, 0.1781]","[0.4455, 0.0129, 0.2751]","[2.3615, 2.4513, 5.8771]","[3.1923, 6.5116]","[1, 2]",[0],final,11,True,10.25,10.33,0.08000000000000007,0.7088191186178743,0.19127741965379663,0.6073063307232434
56,diprotic,2,0,1.68,10.33,8.65,0.20000000000000004,0.2,0.6835136529288157,0.6856799622992003,0.7379755383032598,0.0,1.0,0.0,1.0,0.6835136529288157,0.6034906553911765,0.0,,"[2.3680, 2.4543, 5.8825]","[0.2000, 0.2000, 0.2000]","[0.4413, 0.0131, 0.2769]","[2.3680, 2.4543, 5.8825]","[3.1923, 6.5116]","[1, 2]",[0],initial,11,True,10.25,10.33,0.08000000000000007,0.7088191186178743,0.19127741965379663,0.6073063307232434
56,diprotic,2,8,10.68,10.33,0.34999999999999964,0.19339978993479776,0.22631258754040104,0.7091089884833968,0.7112130968525876,0.7637762692526286,0.0,1.0,0.0,1.0,0.6877370478889722,0.6041272395733917,0.0,6.302279644012451,"[2.3720, 2.4285, 5.8572]","[0.2263, 0.1622, 0.1917]","[0.4425, 0.0145, 0.2755]","[2.3686, 2.4500, 5.8784]","[3.1923, 6.5116]","[1, 2]",[0],up_to_8_steps,11,True,10.25,10.33,0.08000000000000007,0.7088191186178743,0.19127741965379663,0.6073063307232434
57,triprotic,3,7,5.09,5.07,0.019999999999999574,0.040469790665657396,0.0793389715808259,0.9588206895640412,1.5342068046449122,2.6501694437752983,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9338819301535285,0.0,1.0,0.22220924697816358,"[3.5080, 4.1679, 5.2615]","[0.0195, 0.0226, 0.0793]","[0.2487, 0.1243, 0.2108]","[3.2436, 4.5432, 5.5233]","[3.4735, 4.3597, 7.9117]","[0, 1, 2]",[],final,7,True,5.09,5.07,0.019999999999999574,0.9588206895640412,0.040469790665657396,0.0
57,triprotic,3,0,2.02,5.07,3.0500000000000003,0.20000000000000004,0.2,0.966068130078567,1.3647351957329508,2.3292626928735087,0.6666666666666666,0.6666666666666666,0.0,0.0,0.966068130078567,0.0,0.0,,"[3.1791, 4.6343, 5.5824]","[0.2000, 0.2000, 0.2000]","[0.2472, 0.1196, 0.2069]","[3.1791, 4.6343, 5.5824]","[3.4735, 4.3597, 7.9117]","[0, 1, 2]",[],initial,7,True,5.09,5.07,0.019999999999999574,0.9588206895640412,0.040469790665657396,0.0
57,triprotic,3,7,5.09,5.07,0.019999999999999574,0.040469790665657396,0.0793389715808259,0.9588206895640412,1.5342068046449122,2.6501694437752983,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9338819301535285,0.0,1.0,0.22220924697816358,"[3.5080, 4.1679, 5.2615]","[0.0195, 0.0226, 0.0793]","[0.2487, 0.1243, 0.2108]","[3.2436, 4.5432, 5.5233]","[3.4735, 4.3597, 7.9117]","[0, 1, 2]",[],up_to_8_steps,7,True,5.09,5.07,0.019999999999999574,0.9588206895640412,0.040469790665657396,0.0
58,triprotic,3,7,9.01,9.09,0.08000000000000007,0.2036873909990018,0.21750993581873557,1.6462833239906438,2.186224959860077,3.5054879159141086,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6583729760274568,0.0,1.0,4.2442319190502165,"[3.9076, 4.1091, 3.1392]","[0.1975, 0.2175, 0.1960]","[0.4235, 0.2401, 0.1289]","[3.9031, 4.1023, 3.1672]","[3.1407, 5.3395, 7.6146]","[0, 1, 2]",[],final,7,True,9.01,9.09,0.08000000000000007,1.6462833239906438,0.2036873909990018,0.0
58,triprotic,3,0,2.09,9.09,7.0,0.20000000000000004,0.2,1.6608735319499797,2.1917920298079046,3.5135796491680438,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6608735319499797,0.0,0.0,,"[3.9023, 4.1010, 3.1725]","[0.2000, 0.2000, 0.2000]","[0.4238, 0.2396, 0.1296]","[3.9023, 4.1010, 3.1725]","[3.1407, 5.3395, 7.6146]","[0, 1, 2]",[],initial,7,True,9.01,9.09,0.08000000000000007,1.6462833239906438,0.2036873909990018,0.0
58,triprotic,3,7,9.01,9.09,0.08000000000000007,0.2036873909990018,0.21750993581873557,1.6462833239906438,2.186224959860077,3.5054879159141086,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6583729760274568,0.0,1.0,4.2442319190502165,"[3.9076, 4.1091, 3.1392]","[0.1975, 0.2175, 0.1960]","[0.4235, 0.2401, 0.1289]","[3.9031, 4.1023, 3.1672]","[3.1407, 5.3395, 7.6146]","[0, 1, 2]",[],up_to_8_steps,7,True,9.01,9.09,0.08000000000000007,1.6462833239906438,0.2036873909990018,0.0
59,monoprotic,1,25,5.98,5.98,0.0,0.15439633243603232,0.2224771033948281,0.30113978285550624,0.30113978285550624,0.30113978285550624,1.0,1.0,1.0,1.0,0.047183385180316506,0.6954714099212493,1.0,2.795905664581806,"[4.1491, 2.8011, 4.4938]","[0.1274, 0.1133, 0.2225]","[0.3870, 0.2245, 0.1257]","[3.8458, 2.5472, 4.4707]",[2.5000],[1],"[0, 2]",final,25,True,5.98,5.98,0.0,0.30113978285550624,0.15439633243603232,0.6954714099212493
59,monoprotic,1,0,1.63,5.98,4.3500000000000005,0.20000000000000004,0.2,0.007595593054224192,0.007595593054224192,0.007595593054224192,1.0,1.0,1.0,1.0,0.007595593054224192,0.6995950781732572,0.0,,"[3.7816, 2.4924, 4.4664]","[0.2000, 0.2000, 0.2000]","[0.3912, 0.2220, 0.1259]","[3.7816, 2.4924, 4.4664]",[2.5000],[1],"[0, 2]",initial,25,True,5.98,5.98,0.0,0.30113978285550624,0.15439633243603232,0.6954714099212493
59,monoprotic,1,8,4.08,5.98,1.9000000000000004,0.1509168953948023,0.20563784826006615,0.3249077114326031,0.3249077114326031,0.3249077114326031,1.0,1.0,1.0,1.0,0.05141534081209409,0.6979250572217373,0.0,0.9093191911652685,"[4.1093, 2.8249, 4.4875]","[0.1340, 0.1131, 0.2056]","[0.3901, 0.2236, 0.1265]","[3.8384, 2.5514, 4.4698]",[2.5000],[1],"[0, 2]",up_to_8_steps,25,True,5.98,5.98,0.0,0.30113978285550624,0.15439633243603232,0.6954714099212493
60,diprotic,2,23,8.87,8.96,0.09000000000000163,0.21292117556018023,0.2793934401106695,0.38669900214852904,0.5099057142225482,0.7190658463645834,0.5,1.0,0.0,1.0,0.3848441060339054,0.15442163177780038,1.0,3.4543487079255275,"[2.4824, 5.7899, 4.9998]","[0.2794, 0.1694, 0.1900]","[0.1642, 0.2959, 0.0840]","[2.5285, 5.8323, 4.9966]","[3.2014, 5.7355]","[0, 1]",[2],final,23,True,8.87,8.96,0.09000000000000163,0.38669900214852904,0.21292117556018023,0.15442163177780038
60,diprotic,2,0,2.36,8.96,6.600000000000001,0.20000000000000004,0.2,0.3851514829868268,0.47610172443764603,0.6650285759500565,0.5,1.0,0.0,1.0,0.3851514829868268,0.1461325882810128,0.0,,"[2.5364, 5.8408, 4.9960]","[0.2000, 0.2000, 0.2000]","[0.1620, 0.2962, 0.0784]","[2.5364, 5.8408, 4.9960]","[3.2014, 5.7355]","[0, 1]",[2],initial,23,True,8.87,8.96,0.09000000000000163,0.38669900214852904,0.21292117556018023,0.15442163177780038
60,diprotic,2,8,7.99,8.96,0.9700000000000006,0.2108352100447812,0.21770425489668493,0.3905788635156,0.47984034186984315,0.6693169216645192,0.5,1.0,0.0,1.0,0.38600987676052667,0.14803913199836385,0.0,2.5744591278582813,"[2.5321, 5.8474, 5.0030]","[0.2177, 0.2088, 0.2060]","[0.1635, 0.2968, 0.0800]","[2.5357, 5.8419, 4.9971]","[3.2014, 5.7355]","[0, 1]",[2],up_to_8_steps,23,True,8.87,8.96,0.09000000000000163,0.38669900214852904,0.21292117556018023,0.15442163177780038
61,diprotic,2,12,9.63,9.56,0.07000000000000028,0.19237451239652972,0.24632848080914516,0.9771175985646485,1.0444411925252834,1.346033040392299,0.0,0.5,0.0,0.0,0.9542303160134606,0.4169873505398305,1.0,5.425797728002072,"[5.2533, 2.2678, 4.6188]","[0.1670, 0.1638, 0.2463]","[0.3029, 0.1795, 0.2440]","[5.3103, 2.3358, 4.6410]","[3.6138, 4.0106]","[1, 2]",[0],final,12,True,9.63,9.56,0.07000000000000028,0.9771175985646485,0.19237451239652972,0.4169873505398305
61,diprotic,2,0,1.63,9.56,7.930000000000001,0.20000000000000004,0.2,0.9493757706708845,1.000260343684997,1.2643462474014702,0.0,0.5,0.0,0.0,0.9493757706708845,0.4161579987118529,0.0,,"[5.3217, 2.3495, 4.6450]","[0.2000, 0.2000, 0.2000]","[0.3018, 0.1800, 0.2435]","[5.3217, 2.3495, 4.6450]","[3.6138, 4.0106]","[1, 2]",[0],initial,12,True,9.63,9.56,0.07000000000000028,0.9771175985646485,0.19237451239652972,0.4169873505398305
61,diprotic,2,8,11.0,9.56,1.4399999999999995,0.18534067697219767,0.22700529120147758,0.9898686968331716,1.0499919624583578,1.3400730432610137,0.0,0.5,0.0,0.0,0.9560864899337802,0.41858011674876316,0.0,6.767551328055561,"[5.2502, 2.2738, 4.6503]","[0.1596, 0.1694, 0.2270]","[0.3028, 0.1779, 0.2427]","[5.3097, 2.3369, 4.6458]","[3.6138, 4.0106]","[1, 2]",[0],up_to_8_steps,12,True,9.63,9.56,0.07000000000000028,0.9771175985646485,0.19237451239652972,0.4169873505398305
62,monoprotic,1,10,6.45,6.45,0.0,0.21130759070061153,0.23141395488225594,0.801978518903804,0.801978518903804,0.801978518903804,0.0,1.0,0.0,1.0,0.8086432039425695,0.871311423240971,1.0,2.6736028481274845,"[2.5980, 4.9610, 5.6143]","[0.1843, 0.2314, 0.2182]","[0.0633, 0.0840, 0.3444]","[2.5914, 4.9474, 5.5993]",[3.4000],[0],"[1, 2]",final,10,True,6.45,6.45,0.0,0.801978518903804,0.21130759070061153,0.871311423240971
62,monoprotic,1,0,1.69,6.45,4.76,0.20000000000000004,0.2,0.8099462721856256,0.8099462721856256,0.8099462721856256,0.0,1.0,0.0,1.0,0.8099462721856256,0.868154750103327,0.0,,"[2.5901, 4.9449, 5.5965]","[0.2000, 0.2000, 0.2000]","[0.0647, 0.0837, 0.3423]","[2.5901, 4.9449, 5.5965]",[3.4000],[0],"[1, 2]",initial,10,True,6.45,6.45,0.0,0.801978518903804,0.21130759070061153,0.871311423240971
62,monoprotic,1,8,10.32,6.45,3.87,0.20958848453173495,0.22368519627941996,0.8065395798123136,0.8065395798123136,0.8065395798123136,0.0,1.0,0.0,1.0,0.8093951179139554,0.8694487170314167,0.0,6.5240628716349605,"[2.5935, 4.9486, 5.6035]","[0.1934, 0.2237, 0.2116]","[0.0639, 0.0823, 0.3430]","[2.5906, 4.9455, 5.5976]",[3.4000],[0],"[1, 2]",up_to_8_steps,10,True,6.45,6.45,0.0,0.801978518903804,0.21130759070061153,0.871311423240971
63,triprotic,3,3,3.93,4.0,0.06999999999999984,0.21268351339500127,0.2218151481122992,2.1034449743865027,2.6162874322349023,3.9517459329119835,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0979499785132045,0.0,1.0,1.2539460883196445,"[3.2100, 2.8287, 2.3347]","[0.2036, 0.2218, 0.2126]","[0.2308, 0.1403, 0.0672]","[3.2168, 2.8139, 2.3102]","[2.1891, 5.0417, 7.1618]","[0, 1, 2]",[],final,3,True,3.93,4.0,0.06999999999999984,2.1034449743865027,0.21268351339500127,0.0
63,triprotic,3,0,1.74,4.0,2.26,0.20000000000000004,0.2,2.0969003231210857,2.616730582759765,3.9437179692863333,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0969003231210857,0.0,0.0,,"[3.2181, 2.8112, 2.3056]","[0.2000, 0.2000, 0.2000]","[0.2299, 0.1402, 0.0670]","[3.2181, 2.8112, 2.3056]","[2.1891, 5.0417, 7.1618]","[0, 1, 2]",[],initial,3,True,3.93,4.0,0.06999999999999984,2.1034449743865027,0.21268351339500127,0.0
63,triprotic,3,3,3.93,4.0,0.06999999999999984,0.21268351339500127,0.2218151481122992,2.1034449743865027,2.6162874322349023,3.9517459329119835,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0979499785132045,0.0,1.0,1.2539460883196445,"[3.2100, 2.8287, 2.3347]","[0.2036, 0.2218, 0.2126]","[0.2308, 0.1403, 0.0672]","[3.2168, 2.8139, 2.3102]","[2.1891, 5.0417, 7.1618]","[0, 1, 2]",[],up_to_8_steps,3,True,3.93,4.0,0.06999999999999984,2.1034449743865027,0.21268351339500127,0.0
64,diprotic,2,3,2.99,3.05,0.05999999999999961,0.19696591699392396,0.20611261893354293,0.16721113343341498,0.17874038917913262,0.2303662090791656,1.0,1.0,1.0,1.0,0.17002629959367543,0.36951040937534796,1.0,1.3471250308118758,"[5.0930, 5.7472, 3.5400]","[0.2061, 0.1930, 0.1918]","[0.0630, 0.2380, 0.3431]","[5.0820, 5.7611, 3.5566]","[3.4359, 4.8626]","[0, 2]",[1],final,3,True,2.99,3.05,0.05999999999999961,0.16721113343341498,0.19696591699392396,0.36951040937534796
64,diprotic,2,0,2.4,3.05,0.6499999999999999,0.20000000000000004,0.2,0.17059243883533148,0.17687634395761698,0.21731995603908327,1.0,1.0,1.0,1.0,0.17059243883533148,0.3694737509087455,0.0,,"[5.0799, 5.7638, 3.5598]","[0.2000, 0.2000, 0.2000]","[0.0638, 0.2383, 0.3430]","[5.0799, 5.7638, 3.5598]","[3.4359, 4.8626]","[0, 2]",[1],initial,3,True,2.99,3.05,0.05999999999999961,0.16721113343341498,0.19696591699392396,0.36951040937534796
64,diprotic,2,3,2.99,3.05,0.05999999999999961,0.19696591699392396,0.20611261893354293,0.16721113343341498,0.17874038917913262,0.2303662090791656,1.0,1.0,1.0,1.0,0.17002629959367543,0.36951040937534796,1.0,1.3471250308118758,"[5.0930, 5.7472, 3.5400]","[0.2061, 0.1930, 0.1918]","[0.0630, 0.2380, 0.3431]","[5.0820, 5.7611, 3.5566]","[3.4359, 4.8626]","[0, 2]",[1],up_to_8_steps,3,True,2.99,3.05,0.05999999999999961,0.16721113343341498,0.19696591699392396,0.36951040937534796
65,monoprotic,1,27,9.03,8.98,0.049999999999998934,0.21736090568702923,0.25000304147546565,0.16792307944547336,0.16792307944547336,0.16792307944547336,1.0,1.0,1.0,1.0,0.16826186995512238,0.49718438952956984,1.0,4.7844684614986175,"[3.2781, 5.3979, 4.7487]","[0.2019, 0.2500, 0.2002]","[0.2215, 0.3289, 0.1037]","[3.2943, 5.3983, 4.7444]",[5.2300],[1],"[0, 2]",final,27,True,9.03,8.98,0.049999999999998934,0.16792307944547336,0.21736090568702923,0.49718438952956984
65,monoprotic,1,0,1.57,8.98,7.41,0.20000000000000004,0.2,0.1683221333595899,0.1683221333595899,0.1683221333595899,1.0,1.0,1.0,1.0,0.1683221333595899,0.49697294601103587,0.0,,"[3.2973, 5.3983, 4.7436]","[0.2000, 0.2000, 0.2000]","[0.2272, 0.3419, 0.1105]","[3.2973, 5.3983, 4.7436]",[5.2300],[1],"[0, 2]",initial,27,True,9.03,8.98,0.049999999999998934,0.16792307944547336,0.21736090568702923,0.49718438952956984
65,monoprotic,1,8,7.67,8.98,1.3100000000000005,0.19355963263127673,0.20507024444099317,0.1733875792767936,0.1733875792767936,0.1733875792767936,1.0,1.0,1.0,1.0,0.16913033221566653,0.49617126553237095,0.0,3.434292448759079,"[3.2646, 5.4034, 4.7435]","[0.1890, 0.2051, 0.1866]","[0.2272, 0.3417, 0.1093]","[3.2920, 5.3991, 4.7435]",[5.2300],[1],"[0, 2]",up_to_8_steps,27,True,9.03,8.98,0.049999999999998934,0.16792307944547336,0.21736090568702923,0.49718438952956984
66,diprotic,2,17,8.82,8.86,0.03999999999999915,0.2094492220554327,0.23571451680724537,0.6436417144075015,0.8805083456890359,1.2444913547524177,0.5,0.5,0.0,0.0,0.6632278054958036,0.04561751467192289,1.0,5.162492565046996,"[3.4113, 3.9926, 3.0308]","[0.1846, 0.2357, 0.2081]","[0.0224, 0.0114, 0.4573]","[3.3994, 3.9537, 3.0310]","[2.9880, 5.2371]","[1, 2]",[0],final,17,True,8.82,8.86,0.03999999999999915,0.6436417144075015,0.2094492220554327,0.04561751467192289
66,diprotic,2,0,1.89,8.86,6.97,0.20000000000000004,0.2,0.6667861317225312,0.9130210840062568,1.2904877866685989,0.5,0.5,0.0,0.0,0.6667861317225312,0.045501563537576145,0.0,,"[3.3971, 3.9466, 3.0311]","[0.2000, 0.2000, 0.2000]","[0.0223, 0.0097, 0.4586]","[3.3971, 3.9466, 3.0311]","[2.9880, 5.2371]","[1, 2]",[0],initial,17,True,8.82,8.86,0.03999999999999915,0.6436417144075015,0.2094492220554327,0.04561751467192289
66,diprotic,2,8,6.55,8.86,2.3099999999999996,0.19205008241746532,0.19989484640296587,0.6380994430877951,0.8695165523835369,1.228766976984824,0.5,0.5,0.0,0.0,0.6620815486270553,0.04329809021955546,0.0,2.9085109426639972,"[3.3706, 4.0083, 3.0354]","[0.1999, 0.1828, 0.1935]","[0.0211, 0.0095, 0.4571]","[3.3928, 3.9567, 3.0318]","[2.9880, 5.2371]","[1, 2]",[0],up_to_8_steps,17,True,8.82,8.86,0.03999999999999915,0.6436417144075015,0.2094492220554327,0.04561751467192289
67,triprotic,3,8,5.57,5.64,0.0699999999999994,0.2133913042759735,0.2324182508968948,1.464246023609526,1.5595359581525785,2.2233266956802202,0.0,0.0,0.0,0.0,1.4724537809278473,0.0,1.0,1.8110179213620725,"[2.5207, 4.0495, 3.3386]","[0.1967, 0.2110, 0.2324]","[0.1654, 0.0649, 0.1016]","[2.5203, 4.0321, 3.3318]","[3.5982, 4.4305, 6.2729]","[0, 1, 2]",[],final,8,True,5.57,5.64,0.0699999999999994,1.464246023609526,0.2133913042759735,0.0
67,triprotic,3,0,1.72,5.64,3.92,0.20000000000000004,0.2,1.473986206173904,1.5713722794437366,2.2440448438632394,0.0,0.0,0.0,0.0,1.473986206173904,0.0,0.0,,"[2.5202, 4.0288, 3.3305]","[0.2000, 0.2000, 0.2000]","[0.1660, 0.0642, 0.1019]","[2.5202, 4.0288, 3.3305]","[3.5982, 4.4305, 6.2729]","[0, 1, 2]",[],initial,8,True,5.57,5.64,0.0699999999999994,1.464246023609526,0.2133913042759735,0.0
67,triprotic,3,8,5.57,5.64,0.0699999999999994,0.2133913042759735,0.2324182508968948,1.464246023609526,1.5595359581525785,2.2233266956802202,0.0,0.0,0.0,0.0,1.4724537809278473,0.0,1.0,1.8110179213620725,"[2.5207, 4.0495, 3.3386]","[0.1967, 0.2110, 0.2324]","[0.1654, 0.0649, 0.1016]","[2.5203, 4.0321, 3.3318]","[3.5982, 4.4305, 6.2729]","[0, 1, 2]",[],up_to_8_steps,8,True,5.57,5.64,0.0699999999999994,1.464246023609526,0.2133913042759735,0.0
68,diprotic,2,7,4.75,4.82,0.07000000000000028,0.17754892103021466,0.3319080417840339,0.6215378813149603,0.6220132440980699,0.6458512094276512,0.0,1.0,0.0,1.0,0.33360522653977553,0.22898924881927654,1.0,0.1504797893576324,"[2.7479, 5.4292, 4.9135]","[0.0626, 0.3319, 0.1381]","[0.4590, 0.2088, 0.2442]","[3.2074, 5.3149, 4.7971]","[3.3938, 4.3162]","[0, 2]",[1],final,7,True,4.75,4.82,0.07000000000000028,0.6215378813149603,0.17754892103021466,0.22898924881927654
68,diprotic,2,0,1.6,4.82,3.22,0.20000000000000004,0.2,0.26845406552638273,0.32781858951494,0.45659614570495766,1.0,1.0,1.0,1.0,0.26845406552638273,0.2310061401063269,0.0,,"[3.3135, 5.2969, 4.7728]","[0.2000, 0.2000, 0.2000]","[0.4600, 0.2110, 0.2422]","[3.3135, 5.2969, 4.7728]","[3.3938, 4.3162]","[0, 2]",[1],initial,7,True,4.75,4.82,0.07000000000000028,0.6215378813149603,0.17754892103021466,0.22898924881927654
68,diprotic,2,7,4.75,4.82,0.07000000000000028,0.17754892103021466,0.3319080417840339,0.6215378813149603,0.6220132440980699,0.6458512094276512,0.0,1.0,0.0,1.0,0.33360522653977553,0.22898924881927654,1.0,0.1504797893576324,"[2.7479, 5.4292, 4.9135]","[0.0626, 0.3319, 0.1381]","[0.4590, 0.2088, 0.2442]","[3.2074, 5.3149, 4.7971]","[3.3938, 4.3162]","[0, 2]",[1],up_to_8_steps,7,True,4.75,4.82,0.07000000000000028,0.6215378813149603,0.17754892103021466,0.22898924881927654
69,diprotic,2,10,7.14,7.22,0.08000000000000007,0.21427046937054461,0.2304839171727801,1.0980981562395502,1.2665551367593995,1.7292418432989405,0.5,0.5,0.0,0.0,1.102152115659027,0.222681403442395,1.0,4.174623720217496,"[3.5189, 2.3523, 2.6231]","[0.2024, 0.2305, 0.2100]","[0.1013, 0.1641, 0.4715]","[3.5266, 2.3872, 2.6073]","[3.0900, 5.2482]","[0, 2]",[1],final,10,True,7.14,7.22,0.08000000000000007,1.0980981562395502,0.21427046937054461,0.222681403442395
69,diprotic,2,0,3.04,7.22,4.18,0.20000000000000004,0.2,1.1029084427300082,1.263848229640382,1.7200837132326394,0.5,0.5,0.0,0.0,1.1029084427300082,0.2215393671767013,0.0,,"[3.5281, 2.3935, 2.6043]","[0.2000, 0.2000, 0.2000]","[0.0995, 0.1629, 0.4731]","[3.5281, 2.3935, 2.6043]","[3.0900, 5.2482]","[0, 2]",[1],initial,10,True,7.14,7.22,0.08000000000000007,1.0980981562395502,0.21427046937054461,0.222681403442395
69,diprotic,2,8,10.28,7.22,3.0599999999999996,0.20991065542879014,0.21528650785680245,1.0960681234451575,1.2729294075436821,1.7433578154354752,0.5,0.5,0.0,0.0,1.1018654443757756,0.22280240322358175,0.0,7.307232508175074,"[3.5048, 2.3456, 2.6413]","[0.1996, 0.2149, 0.2153]","[0.0997, 0.1638, 0.4716]","[3.5244, 2.3860, 2.6101]","[3.0900, 5.2482]","[0, 2]",[1],up_to_8_steps,10,True,7.14,7.22,0.08000000000000007,1.0980981562395502,0.21427046937054461,0.222681403442395
70,monoprotic,1,3,4.64,4.67,0.03000000000000025,0.20052153864501313,0.20685439003788778,0.24481654152167165,0.24481654152167165,0.24481654152167165,1.0,1.0,1.0,1.0,0.2621293449214348,0.5808958912795601,1.0,1.240983064738102,"[5.0807, 3.2352, 2.2630]","[0.2069, 0.2059, 0.1888]","[0.2116, 0.4893, 0.4667]","[5.0943, 3.2179, 2.2434]",[3.4800],[1],"[0, 2]",final,3,True,4.64,4.67,0.03000000000000025,0.24481654152167165,0.20052153864501313,0.5808958912795601
70,monoprotic,1,0,1.65,4.67,3.02,0.20000000000000004,0.2,0.26541205991635364,0.26541205991635364,0.26541205991635364,1.0,1.0,1.0,1.0,0.26541205991635364,0.581057398932892,0.0,,"[5.0968, 3.2146, 2.2396]","[0.2000, 0.2000, 0.2000]","[0.2115, 0.4891, 0.4669]","[5.0968, 3.2146, 2.2396]",[3.4800],[1],"[0, 2]",initial,3,True,4.64,4.67,0.03000000000000025,0.24481654152167165,0.20052153864501313,0.5808958912795601
70,monoprotic,1,3,4.64,4.67,0.03000000000000025,0.20052153864501313,0.20685439003788778,0.24481654152167165,0.24481654152167165,0.24481654152167165,1.0,1.0,1.0,1.0,0.2621293449214348,0.5808958912795601,1.0,1.240983064738102,"[5.0807, 3.2352, 2.2630]","[0.2069, 0.2059, 0.1888]","[0.2116, 0.4893, 0.4667]","[5.0943, 3.2179, 2.2434]",[3.4800],[1],"[0, 2]",up_to_8_steps,3,True,4.64,4.67,0.03000000000000025,0.24481654152167165,0.20052153864501313,0.5808958912795601
71,triprotic,3,8,7.45,7.43,0.020000000000000462,0.2130048926488751,0.2250022420221608,1.286019238947881,1.4315899200833246,2.0016298949859967,0.3333333333333333,0.3333333333333333,0.0,0.0,1.2995043980980128,0.0,1.0,2.5227102346718313,"[4.6955, 3.9183, 4.0552]","[0.1956, 0.2185, 0.2250]","[0.3535, 0.4747, 0.0866]","[4.6957, 3.9286, 4.0249]","[2.5326, 4.5259, 6.6971]","[0, 1, 2]",[],final,8,True,7.45,7.43,0.020000000000000462,1.286019238947881,0.2130048926488751,0.0
71,triprotic,3,0,2.14,7.43,5.289999999999999,0.20000000000000004,0.2,1.301997680259836,1.4395333212523298,2.0014366285452763,0.0,0.3333333333333333,0.0,0.0,1.301997680259836,0.0,0.0,,"[4.6957, 3.9306, 4.0193]","[0.2000, 0.2000, 0.2000]","[0.3535, 0.4753, 0.0872]","[4.6957, 3.9306, 4.0193]","[2.5326, 4.5259, 6.6971]","[0, 1, 2]",[],initial,8,True,7.45,7.43,0.020000000000000462,1.286019238947881,0.2130048926488751,0.0
71,triprotic,3,8,7.45,7.43,0.020000000000000462,0.2130048926488751,0.2250022420221608,1.286019238947881,1.4315899200833246,2.0016298949859967,0.3333333333333333,0.3333333333333333,0.0,0.0,1.2995043980980128,0.0,1.0,2.5227102346718313,"[4.6955, 3.9183, 4.0552]","[0.1956, 0.2185, 0.2250]","[0.3535, 0.4747, 0.0866]","[4.6957, 3.9286, 4.0249]","[2.5326, 4.5259, 6.6971]","[0, 1, 2]",[],up_to_8_steps,8,True,7.45,7.43,0.020000000000000462,1.286019238947881,0.2130048926488751,0.0
